CIK,Name,Form,Filing date,Filing year,Filing quarter,URL of form,public float 1,public float 2,extract,point of public float,position of something...,checkbox extract,LAF,AF,NAF,SRC,LAF2,AF2,NAF2,SRC2,Filing status,FYenddate,FY year,"Filer status, alternate","Accelerated filer status, pre-2005",Filing status 2
911177,CASELLA WASTE SYSTEMS INC,10-K,2009-06-16,2009,2,http://www.sec.gov/Archives/edgar/data/911177/0001047469-09-006345.txt,123991116.0,123991116.0,"held by non-affiliates of the registrant, based on the last reported sale price of the registrant's Class A common stock on the NASDAQ Stock Market at the close of business on October 31, 2008 was $123,991,116. The Company does not have any non-voting common stock outstanding. There were 24,678,700 shares of Class A common stock, $.01 par value per share, of the registrant outstanding as of May 29",4329,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer"", ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer ý non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer ý ,non-accelerated filer o ,smaller reporting company o,o,ý,o,o,Accelerated filer,"april 30, 2009",2009,,,,accelerated filer
726958,CASEYS GENERAL STORES INC,10-K,2009-06-29,2009,2,http://www.sec.gov/Archives/edgar/data/726958/0001193125-09-140503.txt,1460633086.0,1460633086.0,"held by non-affiliates of the registrant was approximately $1,460,633,086, based on the closing sales price ($30.20 per share) as quoted on the NASDAQ Global Select Market. Indicate the number of shares outstanding of each of the issuers class of common stock, as of the latest practicable date. Class Outstanding at June 19, 2009 Common Stock, no par value per share 50,858,912 shares D",3818,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. large accelerated filer x accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer x ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,x,¨,¨,¨,Large accelerated filer,"april 30, 2009",2009,,,,large accelerated filer
1321742,"CASTLE ARCH REAL ESTATE INVESTMENT COMPANY, LLC",10-K,2009-04-16,2009,2,http://www.sec.gov/Archives/edgar/data/1321742/0001078782-09-000602.txt,not given,none,"held by non-affiliates computed by reference to the average bid and asked price of such common equity, as of April 15, 2009 was: not applicable. There is no market for our securities and we have not requested that a ticker symbol be issued. The number of outstanding shares of the registrants Common Units, no par value, as of April 15, 2009 was 28,428,890 common member units. D",3260,0,,,,,,,,,,,"december 31, 2008",2008,,,,
813298,CASUAL MALE RETAIL GROUP INC,10-K/A,2009-05-29,2009,2,http://www.sec.gov/Archives/edgar/data/813298/0001193125-09-120988.txt,72600000.0,72600000.0,"held by non-affiliates of the registrant was approximately $72.6 million, based on the last reported sale price on that date. Shares of Common Stock held by each executive officer and director and by each person who owns 10% or more of the outstanding Common Stock have been excluded on the basis that such persons may be deemed to be affiliates. This determination of affiliate status is not necessa",4238,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer x non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer ¨ ,accelerated filer x ,non-accelerated filer ¨ ,smaller reporting company ¨,¨,x,¨,¨,Accelerated filer,"january 31, 2009 (fiscal 2008)",2009,,,,accelerated filer
278166,CAVCO INDUSTRIES INC,10-K,2009-05-21,2009,2,http://www.sec.gov/Archives/edgar/data/278166/0001362310-09-008044.txt,22583000.0,22583000.0,"held by non-affiliates as of September 30, 2008 (based on the closing price on the NASDAQ Stock Market, LLC on September 30, 2008) was $22,583,000. Shares of Common Stock held by each officer, director and holder of 5% or more of the outstanding Common Stock have been excluded in that such persons may be deemed affiliates. This determination of affiliate status is not necessarily a conclusive dete",4243,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of large accelerated filer, accelerated filer, and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"march 31, 2009",2009,,,,accelerated filer
1297587,CB RICHARD ELLIS REALTY TRUST,10-K/A,2009-06-26,2009,2,http://www.sec.gov/Archives/edgar/data/1297587/0001193125-09-139143.txt,not given,0.01,"held by non-affiliates of the registrant as of such date. The number of shares outstanding of the registrants common shares, $0.01 par value, was 69,131,461 as of March 20, 2009. Table of Contents Explanatory Note On March 31, 2009, CB Richard Ellis Realty Trust (the Company) filed with the Securities and Exchange Commission the Companys Annual Report on Form 10-K for the year ended December 31, 2",4030,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a small company filer. see the definitions of large accelerated filer, accelerated filer, non-accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer x smaller reporting company ¨",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer x ,smaller reporting company ¨,¨,¨,x,¨,Non-accelerated filer,"december 31, 2008",2008,,,,non-accelerated filer
1164552,CDSS Wind Down Inc,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1164552/0001140361-09-009646.txt,28835.0,28835.0,"held by non-affiliates computed by reference to the price at which common equity was last sold, or the average of the bid and asked price of such common equity, was $28,835 as of April 13, 2008. As of April 13, 2008, there were 34,318,230 shares of common stock, $.01 par value per share, outstanding. D",3949,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008 o transition pursuant to section 13",2008,,,,smaller reporting company
1325279,CELLCYTE GENETICS CORP,10-K,2009-05-18,2009,2,http://www.sec.gov/Archives/edgar/data/1325279/0001056520-09-000266.txt,4121250.0,4121250.0,"held by non-affiliates of the last day of the registrants most recently completed fiscal quarter was $4,121,250 based upon the closing price of such common stock on the OTC Bulletin Board of $0.0655. State the number of shares outstanding of each of the issuers classes of common equity, as of the latest practicable date: 62,919,845 shares of common stock as of May 15, 2009 . __________ CELLCYTE GE",3453,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a smaller reporting company. see the definitions of the large accelerated filer, accelerated filer, and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer accelerated filer non-accelerated filer smaller reporting company-2-",large accelerated filer ,accelerated filer ,non-accelerated filer ,smaller reporting company-2-,,,,-2-,Smaller reporting company,"december 31, 2008 ",2008,,,,smaller reporting company
759999,CENTENARY INTERNATIONAL CORP,10-K,2009-04-01,2009,2,http://www.sec.gov/Archives/edgar/data/759999/0001144204-09-018079.txt,not given,0.001,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity as of the last business day of the registrants most recently completed fiscal year. $0 based on the fact that there is no current market for the registrants common stock. Indicate the number of shares outstanding of each of the registrants cla",3803,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1043325,CENTERLINE HOLDING CO,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1043325/0001215811-09-000022.txt,81700000.0,81700000.0,"held by non-affiliates of the registrant as of June 30, 2008 was approximately $81.7 million (based on the closing price of $1.67 per share as reported by the New York Stock Exchange on that date). As of February 27, 2009, there were 53.0 million outstanding shares of the registrants shares of beneficial interest. D",4308,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
18532,CENTEX CORP,10-K,2009-05-21,2009,2,http://www.sec.gov/Archives/edgar/data/18532/0000018532-09-000012.txt,2009999999.9999998,2009999999.9999998,"held by non-affiliates of the registrant was $2.01 billion based upon the last sale price reported for such date on the New York Stock Exchange. As of May 8, 2009, 124,483,451 shares of the registrants common stock were outstanding. D",4352,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): þ large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company,¨,¨,¨,,Smaller reporting company,"march 31, 2009",2009,,,,large accelerated filer
